corpus,record_id,title,year,doi,doc_type,methodology,geography,thesis,theme_1_score,theme_2_score,theme_3_score,theme_4_score,dual_use_explicit,dual_use_direction,dual_use_structural,key_quotes,policy_relevance,via_or_origin
main,308,Territorialising the cloud or clouding the territory? Volumetric vulnerabilities and the militarised conjunctures of Singapore’s smart city-state,2024,10.1016/j.polgeo.2024.103211,journal_article,empirical_qualitative,Singapore,The volumetric characteristics of cloud computing create new expressions of territoriality that reveal vulnerabilities and militarised conjunctures in Singapore's smart city-state.,3,2,2,2,yes,both,yes,"The overlap of 'city' and 'state' causes matters of national security to be urban as much as they are national concerns. The defensive role of the military has caused Singapore to become a 'key theoretical site for applying a governmentality optic, given the contiguous relationship with sovereign nation-state-power'. || if you just look at the capacity on the public clouds' workload running everywhere – core, edge, and very distributed – I think that makes the problem around threat detection and threat remediation very much more acute, because your attack surface is therefore much, much, much wider. || MINDEF/SAF can leverage our digital factory rapidly to meet operational needs, I think that is something we can offer the smart city conversation on how to develop products that meet changing needs in a very rapid way.",Discusses the need for geofencing and data localisation strategies to territorialise cloud data; recommends policy reviews for cloud security in smart city contexts; highlights the role of digital factories and public-private partnerships in managing volumetric vulnerabilities; emphasises the importance of civil-military fusion in national security strategy.,A
main,328,Digital cities and their commercial aesthetics: The celebration of monarchy in Bangkok,2025,10.1177/00420980251363790,journal_article,empirical_qualitative,"Bangkok, Thailand","Digital urban infrastructure in Bangkok facilitates cheap and efficient circulation of royal visual propaganda, reinforcing monarchical authority and normalizing urban inequality.",0,1,1,0,no,neither,no,This article argues that the expanding role of digital urban infrastructure in Bangkok has revitalised a visual aesthetic designed to uphold royal authority. || Digital infrastructure provided a cheap and horizontally far-reaching mode of communication which replicated pre-existing images. || The everyday encounters with images of the monarchy in commercial spaces and online platforms thus serve as an intimate and unavoidable imposition of royal influence.,None,A
main,343,"Tweets of surveillance: Traffic, Twitter, and securitization in Beirut, Lebanon",2017,10.1177/1463499617729296,journal_article,empirical_qualitative,"Beirut, Lebanon","The Twitter account for Beirut's Traffic Management Center illustrates how social media technology serves as a portal for state securitization and legitimacy, while also enabling citizen challenges to state authority.",1,2,2,1,no,neither,no,"The Twitter profile page for Beirut's Traffic Management Center shows a control room with policemen sitting in front of numerous monitors that display live feeds from the city's traffic cameras. It is an image highlighting not merely the state's ability to harness technology in the management of vehicular mobility, but also how technology itself becomes a terrain for the securitization of urban public space. || In broadcasting the state's capacity to remotely monitor traffic, these images suggest the ubiquity – made possible by smart technologies – of the state surveillance of public life. || By making it possible for citizens to 'watch from below,' the technology of Twitter becomes a political terrain, a platform for the social struggle over the notions and practices of security.","The paper suggests that smart technologies in urban governance can both reinforce state authority and enable citizen contestation, highlighting the need for transparent and accountable use of surveillance technologies in public space.",A
main,356,Roads Infrastructure Digital Twin: A Step Toward Smarter Cities Realization,2021,10.1109/MNET.011.2000398,journal_article,empirical_quantitative,global,"Proposes a Digital Twin Box for roads infrastructure to enable smart city applications, including object detection and recognition for security, tourism, and autonomous driving.",1,0,2,0,yes,civil_to_military,tangential,"The outcome of the latter step would be of utmost importance to many other services and domains such as national security. || Also, the national security authorities can also use the platform to search for a suspicious person/car just by using their picture/its plate number to see the different places visited by that person/car, respectively. || The combination and fusion of all gathered and processed data will give a better understanding of the contextual circumstances when accessing the data. The resulting database would be of great importance for many other services and domains such as tourism, insurance and national security.",None,A
main,362,A systematic literature review of open innovation in the public sector: comparing barriers and governance strategies of digital and non-digital open innovation,2022,10.1080/14719037.2020.1838787,journal_article,review,global,"Compares barriers and governance strategies between digital and non-digital open innovation in the public sector, finding relational barriers dominate non-digital OI and capacity/technical barriers dominate digital OI.",0,0,0,0,no,neither,no,"The results of this review indicate that relational barriers are relatively more influential for non-digital OI. ... On the other hand, capacity- and technical-related barriers emerge as the major challenge for digital OI. || Such transformation from relational barriers to capacity- and technical-related barriers indicates that digital technologies may reduce the need for direct government-stakeholder interaction that is usually full of tensions, but simultaneously they bring about new capacity-related challenges to steer the technologies. || Our review also reveals that to remove the barriers of OI, governance strategies need to be appropriately adopted by governments.","Discusses governance strategies for open innovation: political commitment, intermediaries, top-down mandates for public-public OI, supportive/persuasive strategies for offline citizen participation, reward/review for online participation, and data quality management/legal frameworks for digital public-private OI.",A
main,441,CollectiveOS Exobody Node Program (IX-1): A Comprehensive Technical and Operational Analysis of the First Civilian-Legal Telepresence Platform,2025,,grey_lit,other,global,"The IX-1 Exobody Node Program is a civilian-legal telepresence platform that rejects militarization and surveillance capitalism, using certified hardware and immutable logging to ensure safety and accountability.",0,0,0,0,no,neither,no,"The IX-1 emerges as a distinct third vector, rejecting both militarization and surveillance capitalism in favor of a new paradigm: Human-Centric Augmentation. || It asserts that the future of robotics need not be defined by the lethal autonomy of the battlefield or the privacy-eroding surveillance of the smart city. || The IX-1 is not a monolithic robot; it is a distributed 'exosystem' comprising three distinct physical domains—Neural, Ground, and Air—linked by a unified software nervous system.",None explicitly beyond promoting civilian-legal certification and compliance frameworks for robotics.,A
main,491,Intelligent 5G Networks Designed and Integrated for Globalized Operations (INDIGO),2022,,,,,,,,,,,,,,,A
main,508,Algorithmic Governance and the International Politics of Big Tech,2021,10.1017/S1537592721003145,journal_article,theoretical,global,"Algorithmic governance by Big Tech creates new private authorities and mediates state-corporate relations, requiring IR scholars to engage with these issues.",2,3,1,0,tangential,civil_to_military,yes,"Google’s image recognition algorithms have helped inform target selection for US drone strikes in the 'War on Terror' (Amoore 2020). || In 'algorithmic governance,' deference to automated decision-making makes algorithms 'a source and factor of social order' (Just and Latzer 2017, 246). || The opacity of algorithms makes it difficult to know precisely when one is being influenced by algorithms and then to identify specific harms.","Discusses need for regulation (antitrust, privacy, speech), corporate responsibility, and international frameworks like GDPR and Digital Services Act. Highlights challenges of legitimating Big Tech's private authority.",A
main,511,영국 경찰기관의 빅 데이터 활용 관리와 정책 시사점에 관한 연구,2019,,journal_article,policy_analysis,"UK (England, Wales) and South Korea","Examines UK police big data systems and integration efforts, drawing policy implications for Korean police.",1,1,1,0,tangential,civil_to_military,no,"random hit rates were less than 1%, intelligence-led hit rates were 5%, and algorithm-based predictions were 10 times more accurate than random and 2 times more accurate than intelligence-led predictions. || The integration of databases was intended to enable qualitative and quantitative improvements in Big Data analysis, allowing law enforcement agencies to effectively deal with organized, cross-regional, and cyber crimes. || If police big data were to be fully integrated with the data owned by GCHQ, it would have significant implications for individual privacy and human rights.","Recommends establishment of a national data strategy, a central control tower for big data, and legal reforms to balance efficiency with privacy rights.",A
main,513,"Post-racial politics, pre-emption and in/security",2024,10.1177/13675494231168177,journal_article,theoretical,global,"Predictive policing and counter-terrorism algorithms mobilise post-racial logics that renew racial oppression while appearing race-neutral, making security indistinguishable from insecurity.",2,3,2,1,yes,military_to_civil,tangential,"PredPol software was developed... using algorithms used for predicting earthquake aftershocks to anticipate the location of crime 'hot spots'... Brantingham was motivated to develop PredPol through his original Pentagon-funded work, which forecasted battlefield casualties in Iraq. Other projects included research funded by the US Department of Defense which attempted to model 'gang' violence in California via Iraqi insurgent attacks (González, 2015). || algorithmic systems involved in the calculus of risk for state securitization are racializing assemblages. The features that matter in identifying a future terrorist and determining levels of threat operate... upon logics of racialisation that are encoded into specific computational parameters. Algorithms do not become racialised when encountering data imbued with elements of sociopolitical difference but rather mobilise logics of racialisation in order to process data assemblages (p. 31). || Policing does not have a 'racist history'. Policing makes race and is inextricable from it. Algorithms cannot 'code out' race from American policing because race is an originary policing technology, just as policing is a bedrock racializing technology.","Critiques the UK's Prevent and Channel counter-terrorism programmes, highlighting their racialized and pre-emptive nature, and the way they normalise surveillance and intervention on Muslim populations. Recommends recognising the in/security and containment logic of the War on Terror.",A
main,516,"Embodied Data, Shifting Perspective: Future Wake and the Politics of Predictive Policing",2024,,book_chapter,case_study,"US, Netherlands","Examines the artistic project Future Wake that uses predictive algorithms to predict police killings, shifting focus from offenders to victims, to critically reflect on the politics and logics of predictive policing and algorithmic violence.",0,3,2,0,no,neither,no,"Predictive policing is a form of big data surveillance in which historical crime data is analysed for the purpose of predicting in which geographical areas there is an increased likelihood that crime will occur. || What data law enforcement collects, their methods for analyzing and interpreting it, and the way it informs their practice are all part of a fundamentally social process. Characterizing predictive models as “just math,” and fetishizing computation as an objective process, obscures the social side of algorithmic decision-making. || By transforming abstract data points into faces, Future Wake destabilizes this neutrality and objectivity of data, and highlights how real people are impacted by such datafied predictions.","None explicitly, but calls for transparency and critical democratic inspection of AI systems.",A
main,518,"Optimization of the homicide predictive classification algorithm: a study applied to the military police of Minas Gerais state, Brazil",2025,10.1108/DTA-03-2025-0170,journal_article,empirical_quantitative,Brazil (Minas Gerais state),Optimizes a Homicide Predictive Classification algorithm for the Military Police of Minas Gerais to enhance predictive accuracy and support focused deterrence strategies.,1,2,1,0,no,neither,no,"Unlike COMPAS, which operates as a proprietary recidivism assessment tool with limited transparency, HPC Test 6 offers open mathematical formulations and explicit variable weighting, ensuring reproducibility and being auditable. || Critics point to the opacity of algorithmic processes and the lack of public oversight, which may undermine police legitimacy and deepen public distrust. || As O'Neil (2016) warns, predictive systems reflect the fallibility of their human creators and may inadvertently reinforce social inequalities.","Recommends integrating additional datasets (prison management, civil registry) and emphasizes transparency, institutional oversight, and focused deterrence strategies.",A
main,522,Tackling Delinquency in the Era of Social Credit System: Prospects and Risks,2021,10.17150/2500-4255.2021.15(3).282-294,journal_article,theoretical,China,"The Chinese Social Credit System transforms punishment into a diffuse, permanent consequence separated from culpable acts, undermining legal liability institutions.",2,2,2,0,tangential,civil_to_military,yes,"Основным модусом действия ССК и связанных с ней механизмов контроля является не что иное, как инструментализация человеческого поведения в целях его последующих модификации и прогнозирования, что уже отмечалось в недавней работе американской исследовательницы Ш. Зубофф. || Алгоритмическая архитектура ССК освобождает наказание от безусловной связи с правонарушением, виной, законной мерой и сколь-либо прозрачными процедурами, заставляя субъекта с повышенным вниманием относиться к своим повседневным занятиям и привычкам. || Развивающаяся алгоритмизация этих механизмов влечет превращение субъекта права в 'цифровую личность', перманентно находящуюся под угрозой применения наказания.",Concludes that risks of the Social Credit System outweigh benefits due to erosion of legal state principles and individual rights guarantees; implies need for caution in implementing similar systems.,A
main,523,A Survey of Applicability of Military Data Model Architectures for Smart City Data Consumption and Integration,2018,,conference_paper,theoretical,global,Proposes architecture for integrating Smart City data into military information systems using standardized military data models to improve situational awareness.,3,0,1,0,yes,civil_to_military,yes,"In these cases, an existing Smart City infrastructure can greatly assist emergency forces like relief units or supporting military forces by providing the data it already has. || The paper discusses how the available data and information from a Smart City infrastructure can be utilized to improve the SA of emergency forces like relief units or the military during an operation in a Smart City environment. || For the integration of the Smart City information into the federated information space we propose to map the IoT information to existing military data models.",None,A
main,527,"Neoliberalisation of Security, Austerity and the ‘End of Public Policy’: Governing Crime in Memphis (TN, USA) Through Predictive Policing, Community, Grants and Police ‘Mission Creep’",2018,,journal_article,empirical_qualitative,"Memphis, Tennessee, USA","The paper argues that neoliberalisation and austerity in Memphis security policymaking lead to the 'end of public policy' as conscious government action, replaced by contradictory patchworks of state intervention/disengagement.",0,2,2,1,no,neither,no,"Data analysis and advanced technology provide policymakers and the public an illusion of objectivity, which is particularly appealing in times of fiscal constraint and requests for accountability (Ferguson, 2012, 269; Townsend, 2015). || Predictive policing is the most comprehensive way in which data and algorithms have permeated urban security. A hyper-technological version of hot-spot policing, predictive policing analyses historical spatial patterns of reported crimes and real-time CCTV data to decide where and when police patrols should be deployed with preventive function. || The deployment of cameras in White neighbourhoods versus 'safety zones' in Black neighbourhoods is evidence of the way urban security has become a means to govern and reproduce socio-economic relationships (cf. Simon, 2007; Camp and Heatherton, 2016; Hinton, 2016): reassuring the rich, policing the (racialised) poor.","The paper warns that austerity-driven security policymaking replaces conscious public policy with contradictory patchworks, and calls for addressing structural root causes of crime. It highlights the inefficiency of militarised policing and the need for social policy investment.",A
main,531,Attaining Security Through Algorithms: Perspectives of Refugees and Data Experts,2021,,book_chapter,empirical_qualitative,"Estonia, Turkey, Syria","Refugees and data experts have contrasting perspectives on police risk-scoring algorithms, revealing a double security paradox where refugees are both at risk and perceived as risks, amid concerns about bias, division, and algorithmic opacity.",1,2,2,1,no,neither,no,"We develop seemingly smart algorithms, but in reality, they are black boxes and we don't actually know the intricacies of how they operate. This poses all sorts of risks. || The algorithms are perceived to construct further social borders in society and justify extant ideas about marginalized groups. || One of the main concerns related to use of a PRSA or similar algorithmic solutions is that such systems may create further divisions in society based on certain categories that may be related to race, ethnicity, ideology, social class or even appearance.",Recommends including data subjects' views in algorithmic development and adding transparency to algorithms to increase trust in authorities. Calls for ensuring algorithms are just and fair in mediating diverse experiences.,A
main,533,"Repressive connectivity and digital resistance: internet shutdowns, speech and networked counterpublics in Manipur",2026,10.1080/01436597.2025.2600560,journal_article,theoretical,India (Manipur),"Internet shutdowns are acts of epistemic violence and infrastructural control that weaponize digital infrastructures to suppress dissent, but also catalyze adaptive resistance and subaltern counterpublics.",2,3,2,1,tangential,civil_to_military,tangential,"Internet shutdowns, algorithmic censorship and data extraction exemplify what this article terms repressive connectivity: a logic in which digital infrastructures serve as instruments of surveillance, exclusion and epistemic control (Deibert 2022; Zuboff 2019). || The shift from democratic pluralism to a technocratic and opaque regime of control suggests not merely a regulatory overreach but an epistemic transformation – where knowledge production, dissent and public deliberation are increasingly shaped by logics of secrecy, invisibility and algorithmic governance (Pasquale 2015). || Internet shutdowns in this context extend those colonial logics by enacting what Santos calls epistemicide: the erasure, distortion, or silencing of subaltern knowledge through state-engineered disconnection.","Calls for international legal frameworks to hold states accountable for internet shutdowns as human rights violations, and advocates for epistemic and infrastructural justice, including community-owned mesh networks and encryption tools. References UN HRC Resolution 32/13 and ICCPR General Comment No. 34.",A
main,535,"Pre-crime, Post-criminology, and the Captivity of Ultramodern Desire",2020,10.1007/s11196-020-09719-4,journal_article,theoretical,global,"Hyper-securitization in the ultramodern era, through pre-crime sign-optics and post-criminology sign-exchange values, produces clinical captivity by reducing inter-relatedness through de-vitalization and finalization.",0,2,3,0,no,neither,no,The pre-crime society of Deleuzian control is both a metaphor about and a meditation on the conditions of relational captivity. || The optics of hyper-securitization refer to the cultural signs of dataveillance. || The datafication of subjects and the problematic ontological and epistemological claims of this dataism.,None. The paper provides a critical diagnosis of hyper-securitization but does not offer specific policy recommendations.,A
main,536,Ambivalent Morality: Negotiating the (Neo)Colonial Conditions of Policing at the Urban Margins,2025,10.1111/1468-4446.70066,journal_article,empirical_qualitative,Chile (Santiago),"Police officers negotiate neocolonial conditions of predictive policing through ambivalent morality, hybrid discourses that both reinforce and deflect poverty as a source of crime.",1,2,2,0,tangential,neither,no,"We are guided 100% by hard data [""Nos guiamos 100% del dato duro""] (Police Officer, Fieldnotes 07.2022). || Here you can see 'broken windows' theory [""la teoria de la ventana rota""], you know, how Giuliani’s and Bratton’s theory about crime fully works here [""aqui funciona tupido y parejo""] (Professional 2, Fieldnotes 07.2022). || Tell me, how the hell am I going to interfere with that? [""Dime, como chucha voy a intervenir en eso?""] (Officer 3 on Coleros, Fieldnotes 07.2022).",None,A
main,537,"Developing CTS 4-o: a CTS research agenda on AI, terrorism and counter-terrorism",2025,10.1080/17539153.2025.2485610,journal_article,theoretical,global,"Argues that Critical Terrorism Studies must engage with AI in terrorism and counter-terrorism, exposing how AI-driven security exacerbates inequalities while reifying the status quo.",0,2,0,0,no,neither,no,"AI is not merely a neutral technological tool but also a complex sociotechnical system that shapes and is shaped by power dynamics, political interests and security imaginaries. || Despite the narratives of reliability, objectiveness and value-free technology that somewhat hide this issue, AI is trained on data that have been produced by humans, based on societal dynamics. || The use of technology is usually narrated and imagined as the way to achieve 'secure society'... Nonetheless, the questions of whose security, security for whom, and who is a threat and for whom are rarely asked.","Discusses the EU AI Act and exceptions for counter-terrorism, highlighting how the constructed exceptionality of terrorism permeates AI regulation. Calls for critical scrutiny of AI-driven counter-terrorism policies.",A
main,538,"Shaping Migrants as Threats: Multilayered Discretion, Criminalization, and Risk Assessment Tools",2021,10.5204/ijcjsd.2041,journal_article,empirical_qualitative,Norway,"Risk assessment tools in Norwegian policing of migration translate European threat frames into local practices, criminalizing migrants through multilayered discretion and net-widening effects.",1,2,2,1,no,neither,no,"Through its large Risk Analysis Unit and its Europe-wide network for collating data on border crossings (Frontex Risk Analysis Network), Frontex “exports” risk thinking to member state agencies, reinforcing the threat and security frames in operation on [the] national level, while contributing to the prioritisation of migration controls at the external borders above other tasks. || Risk analysis revealing border vulnerabilities and threats is, therefore, important for supporting decisions about resource allocation at both the EU and Norwegian level. || The way risk and crime predictions are co-constructed and context-dependent also directs our attention to the understandings of crime that different actors and software work with and reproduce in policing.",The paper critiques the use of risk assessment tools that criminalize migrants and recommends more inclusive approaches aligned with the UN Convention on the Rights of the Child. It highlights the need to evaluate the consequences of preemptive policing and to consider migrant security in risk analysis.,A
main,552,"Understanding Artificial Intelligence: Fundamentals, Use Cases and Methods for a Corporate AI Journey",2020,10.1007/978-3-030-25271-7,other,theoretical,global,"This book provides a comprehensive overview of AI fundamentals, use cases, and methods for corporate AI adoption, emphasizing ethical considerations and strategic implementation.",2,2,1,0,yes,civil_to_military,tangential,"AI-controlled drones, which not only carry out the flight autonomously, but also independently recognize and fight targets (people and things). || Without Explainable Artificial Intelligence, AI applications remain a black box, making a critical analysis of the underlying processes and the results difficult or impossible. || The goals of the Chinese government can be described in a few words. They want to reward good behavior by citizens and encourage them to stay out of trouble.","Discusses policy implications such as GDPR, need for ethical guidelines, investment in AI, and the role of government in promoting education and legal frameworks. Recommends a balance between regulation and innovation.",A
main,554,Inclusive smart public spaces: insights from Smart Cities and Suburbs,2024,,book_chapter,case_study,"Perth, Western Australia, Australia","Explores how smart public spaces can both enhance and challenge inclusivity, using two case studies from the Australian Smart Cities and Suburbs scheme.",0,1,1,0,no,neither,no,"The use of information and communication technologies to address the production and management of public spaces is presented as a way of addressing some of these issues and improving the inclusivity of public spaces. || The way that this data from public places is captured, used, and stored can shape the capacity for digital technologies to produce inclusive public space. || Data captured through private sector operators can often be restricted to public access or only be made available to government and other third-party access through fee or licence, effectively privatizing knowledge about public spaces.",None,A
main,555,"E-Governance and Ethical AI: Balancing Automation, Privacy, and Human Rights",2025,10.4018/979-8-3373-0817-3.ch014,book_chapter,theoretical,global,"AI integration in e-governance enhances public service delivery but raises ethical concerns that require balanced regulatory frameworks to ensure fairness, accountability, and human rights.",1,2,1,0,tangential,civil_to_military,no,"AI-driven surveillance tools, such as facial recognition systems, have raised privacy concerns due to potential government overreach and mass data collection. || AI-based decision-making in governance often functions as a 'black-box,' making it difficult to interpret how certain decisions are made. || Algorithmic bias remains a significant challenge, as AI models trained on historical data may reinforce existing societal disparities, leading to discriminatory outcomes in areas such as welfare distribution and law enforcement.","Discusses legal frameworks (EU AI Act, GDPR, India's DPDP Act) and proposes strategies for ethical AI including transparency, human-in-the-loop, and global collaboration to align AI governance with democratic values.",A
main,568,The Classical Liberal Case for Privacy in a World of Surveillance and Technological Change,2018,10.1007/978-3-319-96583-3,book,theoretical,global,"Presents a classical liberal case for privacy based on information exchange, limited government, and evolutionary technological change.",0,1,1,0,no,neither,no,"We produce a torrent of data even as we do the most trivial activities. ... The digitization of everything has produced digital records of everything. All this information has enormous value. || The classical liberal case for privacy has four elements: the information exchange model of privacy, the protection of privacy against both governments and fellow citizens, a liberal perspective on privacy policy choices, and an understanding of the evolutionary nature of privacy norms and technologies. || Privacy is not simply an absence of information about us in the minds of others; rather it is the control we have over information about ourselves.","Advocates for limited government intervention and market-based solutions for privacy protection. Criticizes the GDPR for undermining consumer sovereignty and creating perverse data markets. Recommends empowering individuals through education, privacy-enhancing technologies, and strong property rights in data.",A
main,572,The Development of Smart Awareness among Ukraine's Youth in Modern Conditions,2023,,book_chapter,empirical_mixed,Ukraine,"Examines the development of smart awareness among Ukrainian youth, finding it remains at an intuitive-practical level despite war-driven acceleration of e-services.",0,1,1,1,no,neither,no,"The Smart City is not only about technology. But today, when data is the new 'gold,' in the hands of authoritarian governments or even those who do not know how to manage masses of information, Smart Cities can become entire centers of surveillance, as demonstrated by authoritarian countries. || If the Smart City technology develops within the limits of a democratic society and comprehensively appeals to its residents and local authorities, if it is controlled by people, then yes, I think this is our future. || The existence of video surveillance systems in Ukrainian cities during the occupation of Ukrainian territories made it possible to record the crimes of the Russians in order to initiate future procedural actions.","Recommends developing citizen competencies for smart consumption, involving residents in smart city discussions, and creating public platforms for idea generation; mentions need for socially responsible institutions.",A
main,574,Seeing like an algorithm: operative images and emergent subjects,2021,10.1007/s00146-020-01067-y,journal_article,theoretical,global (with emphasis on US and China),"Algorithmic vision reconfigures the image from representational to operational, enabling algorithmic governance that produces emergent subjects through pattern-finding and risk calculus.",2,2,2,1,yes,civil_to_military,yes,The data set has been traced to research papers published by Chinese AI SaaS companies associated with the surveillance techniques used by the Chinese military to target and monitor the activities of Uyghur populations in remote northwest China || Algorithmic vision reveals subjects to power in a mode that requires a new approach towards analyzing the entanglement and invisiblization of the human in automated decision-making systems. || What can be accelerated and increased in prison?... Farocki reveals that this black box of decisions that caused one man to take another's life contained nothing but a human corruption of power.,Implies need for ethical regulations on future use of personal information and dataset governance; critiques prioritization of surveillance technologies over individual rights.,A
main,594,The Impact of Smart City Model on National Security,2020,,journal_article,policy_analysis,global,"Smart city models, while beneficial, create significant national security risks from cyberattacks, requiring technical, political, and societal measures.",0,2,2,0,no,neither,no,"Smart cities could help overcome traditional problems of big cities, such as pollution, traffic congestion and administrative corruption. They can stimulate economic productivity, accommodate population growth, and make lives more convenient, but at the same time, they raise many security threats to national security. || Closed source smart city models raise questions regarding security and privacy, from one side the city developer in this model is one company who owns the operation systems, and so has access to all of the information of the cities, knows where is the weaknesses and from where the danger can come. From another side it could also leave a backdoor to have illegal access to information when needed. || The fact that all data would be in the hands of the smart city’s managers can constitute a serious threat to democracy. The local, or the central, government, enjoying full access to citizens’ data, would be able to have full knowledge of their interests, attitudes, preferences and priorities through analyzing data.","Recommends measures at technical (tracing/offensive capabilities, early warning, backup networks, environment security), political (alliances, agreements, information-sharing), and societal (education, awareness) levels to reduce national security risks in smart cities.",A
main,599,Exploiting Smart City IoT for Disaster Recovery Operations,2018,,conference_paper,theoretical,global,"Smart city IoT infrastructure can be repurposed for military disaster recovery operations to enhance situational awareness, but integration raises security and interoperability challenges.",2,1,1,0,tangential,civil_to_military,yes,"In the event of a natural disaster phenomenon such as an earthquake, the IoT devices within the city such as the traffic cameras, weather, and pollution sensors can be re-tasked to identify emergency conditions such as toxic gases in the air, people trapped in vehicles or rubble, or the status of the power grid. || Much of this work has been performed as part of a NATO Research Task Group (RTG) on Military Applications of Internet of Things (IST-147). || The interconnected smart city system can also constitute an additional attack surface on HADR applications – in fact a recent study has shown that many of the systems operated by cities are insecure or misconfigured.","Recommends open standards, interoperability, and security measures (e.g., TPM, breaking-glass policies) for integrating civilian IoT with military HADR systems.",A
main,604,Algorithmic Surveillance and the Erosion of Privacy: Reconciling National Security and Human Rights in the Digital Era – A Comparative Study of the USA and UAE,2025,,conference_paper,policy_analysis,UAE and USA,"This paper critically examines the regulatory, legal, and ethical implications of algorithmic surveillance in the UAE and USA, proposing a comparative framework for reconciling national security with human rights.",0,1,0,0,no,neither,no,"The rise of algorithmic surveillance in the United States and the United Arab Emirates presents profound challenges to privacy, due process, and human rights. || This paper critically examines the regulatory, legal, and ethical implications of algorithmic surveillance in both countries, proposing a comparative framework for reconciling national security imperatives with human rights protections. || the UAE’s centralized approach prioritizes security over privacy, while the U.S. emphasizes legal accountability and civil liberties despite technological challenges.","Proposes a structured five-phase roadmap for AI governance: Pilot Sandbox & Risk Assessment, Legal Codification & Policy Framework, Institutional Capacity Building & Governance, Nationwide AI Deployment & Monitoring, and Continuous Evaluation & Legal Adaptation.",A
main,615,A Predictive Policing Application to Support Patrol Planning in Smart Cities,2017,,conference_paper,empirical_quantitative,"Natal, Brazil","Presents ROTA-Analytics, a web-based predictive policing module that uses machine learning to forecast crime incidence and support patrol planning in Natal's smart city initiative.",0,0,1,0,no,neither,no,ROTA-Analytics is a web-based application which aims to provide crime incidence forecasting as outputs. || This crime incident forecasting helps patrol supervisors to elaborate the list of predefined locations (points) and staying time at which each police vehicle must patrol. || The adoption of ROTA modules in the police activities has produced impressive strategic and operational results.,None. The paper describes a technical system for police resource allocation but does not discuss broader policy implications or recommendations.,A
main,616,Leveraging Civilian IoT Infrastructures to Support Warfighting Activities in Urban Environments,2018,,conference_paper,empirical_quantitative,"Helsinki, Finland","Leveraging civilian Smart City IoT and Open Data infrastructures can support military HADR operations, demonstrated through a case study integrating SPF with Helsinki's Digitraffic service.",2,0,0,0,yes,civil_to_military,tangential,"The increasing importance of urban environments in warfare, especially for counter-terrorism purposes, raises the opportunity to develop innovative military information systems that can easily integrate with civilian Smart City infrastructures and Open Data services to improve situational awareness. || The emergence of Open Data services, that expose both raw data collected from IoT installations in Smart Cities as well as processed information, raises the opportunity to consider integrating military systems with civilian ones in support of military operations in urban environments. || This paper presents an evaluation of the capabilities of SPF, the Fog-as-a-Service platform we designed for tactical environments, in supporting a hypothetical but realistic HADR mission in the Helsinki Smart City.",None,A
main,638,"Smart Cities as ""Big Brother Only to the Dialogue Masses"": The Limits of Personal Privacy and Personal Surveillance",2022,,journal_article,theoretical,Netherlands (Eindhoven) and Chicago,"Smart city projects processing only non-personal data still pose surveillance risks through securitizing logic that manages populations as aggregates, transforming public space into consumption space, and current data protection law fails to address this.",0,1,3,0,no,neither,no,The idea behind this novel approach to smartness can be condensed into a statement offered by one of Stratumseind Living Lab’s actors: 'We are Big Brother only to the masses.' || As Foucault (2009: 4) put it: the overarching question of security is 'how to keep a type of (behaviour) within socially and economically acceptable limits and around an average that will be considered as optimal for a given social functioning.' || the securitizing logic of surveillance within the Stratumseind Living Lab and other smart cities is transforming public spaces into consumption spaces.,Calls for adapting data protection law to address group privacy and the transformation of public space into consumption space; argues that privacy in public should protect political participation and sociability.,A
main,640,Privacy and Ethics in a Smart City: Towards Attaining Digital Sovereignty,2023,10.1007/978-3-031-24946-4_4,book_chapter,theoretical,global,"Argues that smart city systems pose privacy and ethical challenges due to surveillance capitalism, advocating for digital sovereignty through regulatory principles and user control.",1,1,1,0,tangential,civil_to_military,yes,"Fitness tracking app Strava gives away location of secret US army bases: https://www.theguardian.com/world/2018/jan/28/fitness-tracking-app-gives-away-location-of-secret-us-army-bases. || their cost for raw material is zero. They do not need to produce their product, i.e., information, it is being derived by running algorithms with a bare-bone minimum cost. || behavioral surplus had produced a stunning 3590% increase in revenue in less than four years for Google.","Discusses GDPR principles (purpose specification, data minimization, transparency, data protection by design, impact assessment, consent) and Europe's AI Act as foundations for digital sovereignty; recommends continuous monitoring and inspection.",A
main,641,Das Polizieren der Zukunft,2015,,journal_article,theoretical,"Germany, USA","Predictive policing, as an application of Big Data, produces a narrative of unlimited control over the future that reinforces securitization of space, stereotyping, and the erosion of the presumption of innocence.",1,2,2,1,no,neither,no,"Predictive policing, in essence, is taking data from disparate sources, analyzing them and then using results to anticipate, prevent and respond more effectively to future crime. || Die Erzählung von Big Data ist vor allem eine Erzählung der unbegrenzten Planbarkeit, Kontingenzreduktion und Kontingenzbewältigung, eine Erzählung über mit hoher Wahrscheinlichkeit garantierbare Erwartungssicherheit und letztlich eine Erzählung über die Kontrollierbarkeit von Zukunft. || Daten gelten schließlich als wertfrei und moralisch neutral. Das sind sie aber keineswegs, weder in der Auswahl noch in der Auswertung und Interpretation.","The paper critiques predictive policing for undermining legal standards (presumption of innocence) and reinforcing social inequalities, but does not offer specific policy recommendations.",A
